idx,text,main_heading,heading,topic,paper_idx,BIO,BIO_1,BIO_2,offset1,pro1,offset2,pro2,offset3,pro3,mask,bi_labels,labels
179,compares the performance of baselines models with and without ELMo as the percentage of the full training set is varied from 0.1 % to 100 % .,Evaluation,Sample efficiency,named-entity-recognition,4,,,,73,0.6347826086956522,178,0.6544117647058824,4,0.4,1,0,
180,Improvements with ELMo are largest for smaller training sets and significantly reduce the amount of training data needed to reach a given level of performance .,Evaluation,Sample efficiency,named-entity-recognition,4,,,,74,0.6434782608695652,179,0.6580882352941176,5,0.5,1,0,
181,"In the SRL case , the ELMo model with 1 % of the training set has about the same F 1 as the baseline model with 10 % of the training set .",Evaluation,Sample efficiency,named-entity-recognition,4,,,,75,0.6521739130434783,180,0.6617647058823529,6,0.6,1,0,
182,visualizes the softmax - normalized learned layer weights .,Evaluation,Sample efficiency,named-entity-recognition,4,,,,76,0.6608695652173913,181,0.6654411764705882,7,0.7,1,0,
183,"At the input layer , the task model favors the first biLSTM layer .",Evaluation,Sample efficiency,named-entity-recognition,4,,,,77,0.6695652173913044,182,0.6691176470588235,8,0.8,1,0,
184,"For coreference and SQuAD , the this is strongly favored , but the distribution is less peaked for the other tasks .",Evaluation,Sample efficiency,named-entity-recognition,4,,,,78,0.6782608695652174,183,0.6727941176470589,9,0.9,1,0,
185,"The output layer weights are relatively balanced , with a slight preference for the lower layers .",Evaluation,Sample efficiency,named-entity-recognition,4,,,,79,0.6869565217391305,184,0.6764705882352942,10,1.0,1,0,
186,Visualization of learned weights,Evaluation,,named-entity-recognition,4,,,,80,0.6956521739130435,185,0.6801470588235294,0,0.0,1,0,
187,"We have introduced a general approach for learning high - quality deep context - dependent representations from biLMs , and shown large improvements when applying ELMo to abroad range of NLP tasks .",Evaluation,Visualization of learned weights,named-entity-recognition,4,,,,81,0.7043478260869566,186,0.6838235294117647,1,0.5,1,0,
188,"Through ablations and other controlled experiments , we have also confirmed that the biLM layers efficiently encode different types of syntactic and semantic information about wordsin - context , and that using all layers improves overall task performance .",Evaluation,Visualization of learned weights,named-entity-recognition,4,,,,82,0.7130434782608696,187,0.6875,2,1.0,1,0,
189,A Supplemental Material to accompany Deep contextualized word representations,Evaluation,,named-entity-recognition,4,,,,83,0.7217391304347827,188,0.6911764705882353,0,0.0,1,0,
190,"This supplement contains details of the model architectures , training routines and hyper - parameter choices for the state - of - the - art models in Section 4 .",Evaluation,A Supplemental Material to accompany Deep contextualized word representations,named-entity-recognition,4,,,,84,0.7304347826086957,189,0.6948529411764706,1,0.0625,1,0,
191,All of the individual models share a common architecture in the lowest layers with a context independent token representation below several layers of stacked RNNs - LSTMs in every case except the SQuAD model that uses GRUs .,Evaluation,A Supplemental Material to accompany Deep contextualized word representations,named-entity-recognition,4,,,,85,0.7391304347826086,190,0.6985294117647058,2,0.125,1,0,
192,A.1,Evaluation,,named-entity-recognition,4,,,,86,0.7478260869565218,191,0.7022058823529411,3,0.1875,1,0,
193,Fine tuning biLM,Evaluation,,named-entity-recognition,4,,,,87,0.7565217391304347,192,0.7058823529411765,4,0.25,1,0,
194,"As noted in Sec. 3.4 , fine tuning the biLM on task specific data typically resulted in significant drops in perplexity .",Evaluation,Fine tuning biLM,named-entity-recognition,4,,,,88,0.7652173913043478,193,0.7095588235294118,5,0.3125,1,0,
195,"To fine tune on a given task , the supervised labels were temporarily ignored , the biLM fine tuned for one epoch on the training split and evaluated on the development split .",Evaluation,Fine tuning biLM,named-entity-recognition,4,,,,89,0.7739130434782608,194,0.7132352941176471,6,0.375,1,0,
196,"Once fine tuned , the biLM weights were fixed during task training .",Evaluation,Fine tuning biLM,named-entity-recognition,4,,,,90,0.782608695652174,195,0.7169117647058824,7,0.4375,1,0,
197,lists the development set perplexities for the considered tasks .,Evaluation,Fine tuning biLM,named-entity-recognition,4,,,,91,0.7913043478260869,196,0.7205882352941176,8,0.5,1,0,
198,"In every case except CoNLL 2012 , fine tuning results in a large improvement in perplexity , e.g. , from 72.1 to 16.8 for SNLI .",Evaluation,Fine tuning biLM,named-entity-recognition,4,,,,92,0.8,197,0.7242647058823529,9,0.5625,1,0,
199,The impact of fine tuning on supervised performance is task dependent .,Evaluation,Fine tuning biLM,named-entity-recognition,4,,,,93,0.808695652173913,198,0.7279411764705882,10,0.625,1,0,
200,"In the case of SNLI , fine tuning the biLM increased development accuracy 0.6 % from 88.9 % to 89.5 % for our single best model .",Evaluation,Fine tuning biLM,named-entity-recognition,4,,,,94,0.8173913043478261,199,0.7316176470588235,11,0.6875,1,0,
201,"However , for sentiment classification development set accuracy is approximately the same regardless whether a fine tuned biLM was used .",Evaluation,Fine tuning biLM,named-entity-recognition,4,,,,95,0.8260869565217391,200,0.7352941176470589,12,0.75,1,0,
202,A.2 Importance of ? in Eqn .,Evaluation,Fine tuning biLM,named-entity-recognition,4,,,,96,0.8347826086956521,201,0.7389705882352942,13,0.8125,1,0,
203,"The ? parameter in Eqn. ( 1 ) was of practical importance to aid optimization , due to the different distributions between the biLM internal representations and the task specific representations .",Evaluation,Fine tuning biLM,named-entity-recognition,4,,,,97,0.8434782608695652,202,0.7426470588235294,14,0.875,1,0,
204,It is especially important in the last - only casein Sec. 5.1 .,Evaluation,Fine tuning biLM,named-entity-recognition,4,,,,98,0.8521739130434782,203,0.7463235294117647,15,0.9375,1,0,
205,"Without this parameter , the last - only case performed poorly ( well below the baseline ) for SNLI and training failed completely for SRL .",Evaluation,Fine tuning biLM,named-entity-recognition,4,,,,99,0.8608695652173913,204,0.75,16,1.0,1,0,
206,A.3 Textual Entailment,Evaluation,Fine tuning biLM,named-entity-recognition,4,,,,100,0.8695652173913043,205,0.7536764705882353,0,0.0,1,0,
207,Our baseline SNLI model is the ESIM sequence model from .,Evaluation,Fine tuning biLM,named-entity-recognition,4,,,,101,0.8782608695652174,206,0.7573529411764706,1,0.1,1,0,
208,"Following the original implementation , we used 300 dimensions for all LSTM and feed forward layers and pretrained 300 dimensional GloVe embeddings that were fixed during training .",Evaluation,Fine tuning biLM,named-entity-recognition,4,,,,102,0.8869565217391304,207,0.7610294117647058,2,0.2,1,0,
209,"For regularization , we added 50 % variational dropout to the input of each LSTM layer and 50 % dropout at the input to the final two fully connected layers .",Evaluation,Fine tuning biLM,named-entity-recognition,4,,,,103,0.8956521739130435,208,0.7647058823529411,3,0.3,1,0,
210,All feed forward layers use ReLU activations .,Evaluation,,named-entity-recognition,4,,,,104,0.9043478260869565,209,0.7683823529411765,4,0.4,1,0,
211,"Parameters were optimized using Adam ( Kingma and with gradient norms clipped at 5.0 and initial learning rate 0.0004 , decreasing by half each time accuracy on the development set did not increase in subsequent epochs .",Evaluation,All feed forward layers use ReLU activations .,named-entity-recognition,4,,,,105,0.9130434782608695,210,0.7720588235294118,5,0.5,1,0,
212,The batch size was 32 .,Evaluation,,named-entity-recognition,4,,,,106,0.9217391304347826,211,0.7757352941176471,6,0.6,1,0,
213,"The best ELMo configuration added ELMo vectors to both the input and output of the lowest layer LSTM , using ( 1 ) with layer normalization and ? = 0.001 .",Evaluation,The batch size was 32 .,named-entity-recognition,4,,,,107,0.9304347826086956,212,0.7794117647058824,7,0.7,1,0,
214,"Due to the increased number of parameters in the ELMo model , we added 2 regularization with regularization coefficient 0.0001 to all recurrent and feed forward weight matrices and 50 % dropout after the attention layer .",Evaluation,The batch size was 32 .,named-entity-recognition,4,,,,108,0.9391304347826087,213,0.7830882352941176,8,0.8,1,0,
215,compares test set accuracy of our system to previously published systems .,Evaluation,The batch size was 32 .,named-entity-recognition,4,,,,109,0.9478260869565217,214,0.7867647058823529,9,0.9,1,0,
216,"Overall , adding ELMo to the ESIM model improved accuracy by 0.7 % establishing anew single model state - of - the - art of 88.7 % , and a five member ensemble pushes the overall accuracy to 89.3 % .",Evaluation,The batch size was 32 .,named-entity-recognition,4,,,,110,0.9565217391304348,215,0.7904411764705882,10,1.0,1,0,
217,A.4 Question Answering,Evaluation,The batch size was 32 .,named-entity-recognition,4,,,,111,0.9652173913043478,216,0.7941176470588235,0,0.0,1,0,
218,Our QA model is a simplified version of the model from .,Evaluation,The batch size was 32 .,named-entity-recognition,4,,,,112,0.9739130434782609,217,0.7977941176470589,1,0.25,1,0,
219,It embeds tokens by concatenating each token 's case - sensitive 300 dimensional Glo Ve word vector with a character - derived embedding produced using a convolutional neural network followed by max - pooling on learned character embeddings .,Evaluation,The batch size was 32 .,named-entity-recognition,4,,,,113,0.9826086956521739,218,0.8014705882352942,2,0.5,1,0,
220,"The token embeddings are passed through a shared bi-directional GRU , and then the bi-directional attention mechanism from .",Evaluation,The batch size was 32 .,named-entity-recognition,4,,,,114,0.991304347826087,219,0.8051470588235294,3,0.75,1,0,
221,The augmented con-,Evaluation,,named-entity-recognition,4,,,,115,1.0,220,0.8088235294117647,4,1.0,1,0,
222,Model,,,named-entity-recognition,4,,,,0,0.0,221,0.8125,0,0.0,1,0,
223,Acc.,Model,,named-entity-recognition,4,,,,1,0.02,222,0.8161764705882353,1,0.08333333333333333,1,0,
224,"Feature based 78.2 DIIN 88.0 BCN+Char+CoVe 88.0 ESIM + TreeLSTM 88.6 ESIM+ELMo 88.7 0.17 DIIN ensemble 88.9 ESIM + ELMo ensemble 89.3 text vectors are then passed through a linear layer with ReLU activations , a residual self - attention layer that uses a GRU followed by the same attention mechanism applied context - to - context , and another linear layer with ReLU activations .",Model,Acc.,named-entity-recognition,4,,,,2,0.04,223,0.8198529411764706,2,0.16666666666666666,1,0,
225,"Finally , the results are fed through linear layers to predict the start and end token of the answer .",Model,Acc.,named-entity-recognition,4,,,,3,0.06,224,0.8235294117647058,3,0.25,1,0,
226,Variational dropout is used before the input to the GRUs and the linear layers at a rate of 0.2 .,Model,Acc.,named-entity-recognition,4,,,,4,0.08,225,0.8272058823529411,4,0.3333333333333333,1,0,
227,"A dimensionality of 90 is used for the GRUs , and 180 for the linear layers .",Model,Acc.,named-entity-recognition,4,,,,5,0.1,226,0.8308823529411765,5,0.4166666666666667,1,0,
228,We optimize the model using Adadelta with a batch size of 45 .,Model,Acc.,named-entity-recognition,4,,,,6,0.12,227,0.8345588235294118,6,0.5,1,0,
229,At test time we use an exponential moving average of the weights and limit the output span to be of at most size 17 .,Model,Acc.,named-entity-recognition,4,,,,7,0.14,228,0.8382352941176471,7,0.5833333333333334,1,0,
230,We do not update the word vectors during training .,Model,Acc.,named-entity-recognition,4,,,,8,0.16,229,0.8419117647058824,8,0.6666666666666666,1,0,
231,Performance was highest when adding ELMo without layer normalization to both the input and output of the contextual GRU layer and leaving the ELMo weights unregularized (? = 0 ) .,Model,Acc.,named-entity-recognition,4,,,,9,0.18,230,0.8455882352941176,9,0.75,1,0,
232,"compares test set results from the SQuAD leaderboard as of November 17 , 2017 when we submitted our system .",Model,Acc.,named-entity-recognition,4,,,,10,0.2,231,0.8492647058823529,10,0.8333333333333334,1,0,
233,"Overall , our submission had the highest single model and ensemble results , improving the previous single model result ( SAN ) by 1.4 % F 1 and our baseline by 4.2 % .",Model,Acc.,named-entity-recognition,4,,,,11,0.22,232,0.8529411764705882,11,0.9166666666666666,1,0,
234,"A 11 member ensemble pushes F 1 to 87.4 % , 1.0 % increase over the previous ensemble best .",Model,Acc.,named-entity-recognition,4,,,,12,0.24,233,0.8566176470588235,12,1.0,1,0,
235,A.5 Semantic Role Labeling,Model,Acc.,named-entity-recognition,4,,,,13,0.26,234,0.8602941176470589,0,0.0,1,0,
236,Our baseline SRL model is an exact reimplementation of .,Model,Acc.,named-entity-recognition,4,,,,14,0.28,235,0.8639705882352942,1,0.05263157894736842,1,0,
237,"Words are represented using a concatenation of 100 dimensional vector representations , initialized using GloVe and a binary , per-word predicate feature , represented using an 100 dimensional em-bedding .",Model,Acc.,named-entity-recognition,4,,,,15,0.3,236,0.8676470588235294,2,0.10526315789473684,1,0,
238,"This 200 dimensional token representation is then passed through an 8 layer "" interleaved "" biLSTM with a 300 dimensional hidden size , in which the directions of the LSTM layers alternate per layer .",Model,Acc.,named-entity-recognition,4,,,,16,0.32,237,0.8713235294117647,3,0.15789473684210525,1,0,
239,This deep LSTM uses Highway connections between layers and variational recurrent dropout .,Model,Acc.,named-entity-recognition,4,,,,17,0.34,238,0.875,4,0.21052631578947367,1,0,
240,This deep representation is then projected using a final dense layer followed by a softmax activation to form a distribution overall possible tags .,Model,Acc.,named-entity-recognition,4,,,,18,0.36,239,0.8786764705882353,5,0.2631578947368421,1,0,
241,Labels consist of semantic roles from PropBank augmented with a BIO labeling scheme to represent argument spans .,Model,Acc.,named-entity-recognition,4,,,,19,0.38,240,0.8823529411764706,6,0.3157894736842105,1,0,
242,"During training , we minimize the negative log likelihood of the tag sequence using Adadelta with a learning rate of 1.0 and ? = 0.95 .",Model,Acc.,named-entity-recognition,4,,,,20,0.4,241,0.8860294117647058,7,0.3684210526315789,1,0,
243,"At test time , we perform Viterbi decoding to enforce valid spans using BIO constraints .",Model,Acc.,named-entity-recognition,4,,,,21,0.42,242,0.8897058823529411,8,0.42105263157894735,1,0,
244,Variational dropout of 10 % is added to all LSTM hidden layers .,Model,Acc.,named-entity-recognition,4,,,,22,0.44,243,0.8933823529411765,9,0.47368421052631576,1,0,
245,Gradients are clipped if their value exceeds 1.0 .,Model,,named-entity-recognition,4,,,,23,0.46,244,0.8970588235294118,10,0.5263157894736842,1,0,
246,"Models are trained for 500 epochs or until validation F1 does not improve for 200 epochs , whichever is sooner .",Model,Gradients are clipped if their value exceeds 1.0 .,named-entity-recognition,4,,,,24,0.48,245,0.9007352941176471,11,0.5789473684210527,1,0,
247,The pretrained Glo Ve vectors are fine - tuned during training .,Model,Gradients are clipped if their value exceeds 1.0 .,named-entity-recognition,4,,,,25,0.5,246,0.9044117647058824,12,0.631578947368421,1,0,
248,The final dense layer and all cells of all LSTMs are initialized to be orthogonal .,Model,Gradients are clipped if their value exceeds 1.0 .,named-entity-recognition,4,,,,26,0.52,247,0.9080882352941176,13,0.6842105263157895,1,0,
249,"The forget gate bias is initialized to 1 for all LSTMs , with all other gates initialized to 0 , as per . perparameters exactly following the original implementation .",Model,Gradients are clipped if their value exceeds 1.0 .,named-entity-recognition,4,,,,27,0.54,248,0.9117647058823529,14,0.7368421052631579,1,0,
250,The best configuration added ELMo to the input of the lowest layer biLSTM and weighted the biLM layers using ( 1 ) without any regularization ( ? = 0 ) or layer normalization .,Model,Gradients are clipped if their value exceeds 1.0 .,named-entity-recognition,4,,,,28,0.56,249,0.9154411764705882,15,0.7894736842105263,1,0,
251,50 % dropout was added to the ELMo representations .,Model,Gradients are clipped if their value exceeds 1.0 .,named-entity-recognition,4,,,,29,0.58,250,0.9191176470588235,16,0.8421052631578947,1,0,
252,compares our results with previously published results .,Model,Gradients are clipped if their value exceeds 1.0 .,named-entity-recognition,4,,,,30,0.6,251,0.9227941176470589,17,0.8947368421052632,1,0,
253,"Overall , we improve the single model state - of - the - art by 3.2 % average F 1 , and our single model result improves the previous ensemble best by 1.6 % F 1 .",Model,Gradients are clipped if their value exceeds 1.0 .,named-entity-recognition,4,,,,31,0.62,252,0.9264705882352942,18,0.9473684210526315,1,0,
254,Adding ELMo to the output from the biLSTM in addition to the biLSTM input reduced F 1 by approximately 0.7 % ( not shown ) .,Model,Gradients are clipped if their value exceeds 1.0 .,named-entity-recognition,4,,,,32,0.64,253,0.9301470588235294,19,1.0,1,0,
255,A.7 Named Entity Recognition,Model,Gradients are clipped if their value exceeds 1.0 .,named-entity-recognition,4,,,,33,0.66,254,0.9338235294117647,0,0.0,1,0,
256,Our baseline NER model concatenates 50 dimensional pre-trained Senna vectors with a CNN character based representation .,Model,Gradients are clipped if their value exceeds 1.0 .,named-entity-recognition,4,,,,34,0.68,255,0.9375,1,0.09090909090909091,1,0,
257,"The character representation uses 16 dimensional character embeddings and 128 convolutional filters of width three characters , a ReLU activation and by max pooling .",Model,Gradients are clipped if their value exceeds 1.0 .,named-entity-recognition,4,,,,35,0.7,256,0.9411764705882353,2,0.18181818181818182,1,0,
258,"The token representation is passed through two biLSTM layers , the first with 200 hidden units and the second with 100 hidden units before a final dense layer and softmax layer .",Model,Gradients are clipped if their value exceeds 1.0 .,named-entity-recognition,4,,,,36,0.72,257,0.9448529411764706,3,0.2727272727272727,1,0,
259,"During training , we use a CRF loss and attest time perform decoding using the Viterbi algorithm while ensuring that the output tag sequence is valid .",Model,Gradients are clipped if their value exceeds 1.0 .,named-entity-recognition,4,,,,37,0.74,258,0.9485294117647058,4,0.36363636363636365,1,0,
260,Variational dropout is added to the input of both biLSTM layers .,Model,Gradients are clipped if their value exceeds 1.0 .,named-entity-recognition,4,,,,38,0.76,259,0.9522058823529411,5,0.45454545454545453,1,0,
261,During training the gradients are rescaled if their 2 norm exceeds 5.0 and parameters updated using Adam with constant learning rate of 0.001 .,Model,Gradients are clipped if their value exceeds 1.0 .,named-entity-recognition,4,,,,39,0.78,260,0.9558823529411765,6,0.5454545454545454,1,0,
262,The pre-trained Senna embeddings are fine tuned during training .,Model,Gradients are clipped if their value exceeds 1.0 .,named-entity-recognition,4,,,,40,0.8,261,0.9595588235294118,7,0.6363636363636364,1,0,
263,We employ early stopping on the development set and report the averaged test set score across five runs with different random seeds .,Model,Gradients are clipped if their value exceeds 1.0 .,named-entity-recognition,4,,,,41,0.82,262,0.9632352941176471,8,0.7272727272727273,1,0,
264,ELMo was added to the input of the lowest layer task biLSTM .,Model,Gradients are clipped if their value exceeds 1.0 .,named-entity-recognition,4,,,,42,0.84,263,0.9669117647058824,9,0.8181818181818182,1,0,
265,"As the CoNLL 2003 NER data set is relatively small , we found the best performance by constraining the trainable layer weights to be effectively constant by setting ? = 0.1 with ( 1 ) .",Model,Gradients are clipped if their value exceeds 1.0 .,named-entity-recognition,4,,,,43,0.86,264,0.9705882352941176,10,0.9090909090909091,1,0,
266,from all layers of the biLM provides a modest improvement .,Model,Gradients are clipped if their value exceeds 1.0 .,named-entity-recognition,4,,,,44,0.88,265,0.9742647058823529,11,1.0,1,0,
267,A.8 Sentiment classification,Model,,named-entity-recognition,4,,,,45,0.9,266,0.9779411764705882,0,0.0,1,0,
268,"We use almost the same biattention classification network architecture described in , with the exception of replacing the final maxout network with a simpler feedforward network composed of two ReLu layers with dropout .",Model,A.8 Sentiment classification,named-entity-recognition,4,,,,46,0.92,267,0.9816176470588235,1,0.2,1,0,
269,"A BCN model with a batch - normalized maxout network reached significantly lower validation accuracies in our experiments , although there maybe discrepancies between our implementation and that of .",Model,A.8 Sentiment classification,named-entity-recognition,4,,,,47,0.94,268,0.9852941176470589,2,0.4,1,0,
270,"To match the CoVe training setup , we only train on phrases that contain four or more tokens .",Model,A.8 Sentiment classification,named-entity-recognition,4,,,,48,0.96,269,0.9889705882352942,3,0.6,1,0,
271,We use 300 -d hidden states for the biLSTM and optimize the model parameters with Adam ( Kingma and using a learning rate of 0.0001 .,Model,A.8 Sentiment classification,named-entity-recognition,4,,,,49,0.98,270,0.9926470588235294,4,0.8,1,0,
272,"The trainable biLM layer weights are regularized by ? = 0.001 , and we add ELMo to both the input and output of the biLSTM ; the output ELMo vectors are computed with a second biLSTM and concatenated to the input .",Model,A.8 Sentiment classification,named-entity-recognition,4,,,,50,1.0,271,0.9963235294117647,5,1.0,1,0,
1,title,,,named-entity-recognition,5,,,,0,0.0,0,0.0,0,0.0,1,0,
2,Sentence - State LSTM for Text Representation,title,,named-entity-recognition,5,"['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",1,0.0,1,0.004784688995215311,1,0.0,1,1,research-problem
3,abstract,,,named-entity-recognition,5,,,,0,0.0,2,0.009569377990430622,0,0.0,1,0,
4,Bi-directional,abstract,,named-entity-recognition,5,,,,1,0.16666666666666666,3,0.014354066985645933,1,0.16666666666666666,1,0,
5,LSTMs area powerful tool for text representation .,abstract,Bi-directional,named-entity-recognition,5,,,,2,0.3333333333333333,4,0.019138755980861243,2,0.3333333333333333,1,0,
6,"On the other hand , they have been shown to suffer various limitations due to their sequential nature .",abstract,Bi-directional,named-entity-recognition,5,,,,3,0.5,5,0.023923444976076555,3,0.5,1,0,
7,"We investigate an alternative LSTM structure for encoding text , which consists of a parallel state for each word .",abstract,Bi-directional,named-entity-recognition,5,"['O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4,0.6666666666666666,6,0.028708133971291867,4,0.6666666666666666,1,1,research-problem
8,"Recurrent steps are used to perform local and global information exchange between words simultaneously , rather than incremental reading of a sequence of words .",abstract,Bi-directional,named-entity-recognition,5,,,,5,0.8333333333333334,7,0.03349282296650718,5,0.8333333333333334,1,0,
9,"Results on various classification and sequence labelling benchmarks show that the proposed model has strong representation power , giving highly competitive performances compared to stacked BiLSTM models with similar parameter numbers .",abstract,Bi-directional,named-entity-recognition,5,,,,6,1.0,8,0.03827751196172249,6,1.0,1,0,
10,Introduction,,,named-entity-recognition,5,,,,0,0.0,9,0.0430622009569378,0,0.0,1,0,
11,Neural models have become the dominant approach in the NLP literature .,Introduction,Introduction,named-entity-recognition,5,,,,1,0.047619047619047616,10,0.04784688995215311,1,0.047619047619047616,1,0,
12,"Compared to handcrafted indicator features , neural sentence representations are less sparse , and more flexible in encoding intricate syntactic and semantic information .",Introduction,Introduction,named-entity-recognition,5,,,,2,0.09523809523809523,11,0.05263157894736842,2,0.09523809523809523,1,0,
13,"Among various neural networks for encoding sentences , bi-directional LSTMs ( BiLSTM ) have been a dominant method , giving state - of - the - art results in language modelling , machine translation , syntactic parsing and question answering .",Introduction,Introduction,named-entity-recognition,5,,,,3,0.14285714285714285,12,0.05741626794258373,3,0.14285714285714285,1,0,
14,"Despite their success , BiLSTMs have been shown to suffer several limitations .",Introduction,Introduction,named-entity-recognition,5,,,,4,0.19047619047619047,13,0.06220095693779904,4,0.19047619047619047,1,0,
15,"For example , their inherently sequential nature endows computation non-parallel within the same sentence , which can lead to a computational bottleneck , hindering their use in the in - dustry .",Introduction,Introduction,named-entity-recognition,5,,,,5,0.23809523809523808,14,0.06698564593301436,5,0.23809523809523808,1,0,
16,"In addition , local ngrams , which have been shown a highly useful source of contextual information for NLP , are not explicitly modelled .",Introduction,Introduction,named-entity-recognition,5,,,,6,0.2857142857142857,15,0.07177033492822966,6,0.2857142857142857,1,0,
17,"Finally , sequential information flow leads to relatively weaker power in capturing longrange dependencies , which results in lower performance in encoding longer sentences .",Introduction,Introduction,named-entity-recognition,5,,,,7,0.3333333333333333,16,0.07655502392344497,7,0.3333333333333333,1,0,
18,We investigate an alternative recurrent neural network structure for addressing these issues .,Introduction,Introduction,named-entity-recognition,5,"['O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'O', 'O', 'O']",8,0.38095238095238093,17,0.08133971291866028,8,0.38095238095238093,1,1,research-problem
19,"As shown in , the main idea is to model the hidden states of all words simultaneously at each recurrent step , rather than one word at a time .",Introduction,Introduction,named-entity-recognition,5,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'B', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'I-p', 'O', 'B-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'B-p', 'B-ob', 'I-ob', 'I-ob', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",9,0.42857142857142855,18,0.0861244019138756,9,0.42857142857142855,1,1,model
20,"In particular , we view the whole sentence as a single state , which consists of sub-states for individual words and an overall sentence - level state .",Introduction,Introduction,named-entity-recognition,5,"['O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'B', 'B', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O']","['O', 'O', 'O', 'O', 'B-p', 'O', 'B-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'O', 'O', 'B-p', 'I-p', 'B-n', 'B-p', 'B-n', 'I-n', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['O', 'O', 'O', 'O', 'B-p', 'O', 'B-b', 'I-b', 'B-p', 'O', 'B-b', 'I-b', 'O', 'O', 'B-p', 'I-p', 'B-b', 'B-p', 'B-ob', 'I-ob', 'O', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",10,0.47619047619047616,19,0.09090909090909091,10,0.47619047619047616,1,1,model
21,"To capture local and non-local contexts , states are updated recurrently by exchanging information between each other .",Introduction,Introduction,named-entity-recognition,5,"['B', 'I', 'B', 'I', 'I', 'I', 'O', 'B', 'O', 'B', 'I', 'B', 'B', 'I', 'I', 'I', 'I', 'O']","['B-p', 'I-p', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'B-n', 'O', 'B-p', 'I-p', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['B-p', 'I-p', 'B-b', 'I-b', 'I-b', 'I-b', 'O', 'B-b', 'O', 'B-p', 'I-p', 'B-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",11,0.5238095238095238,20,0.09569377990430622,11,0.5238095238095238,1,1,model
22,"Consequently , we refer to our model as sentence - state LSTM , or S - LSTM in short .",Introduction,Introduction,named-entity-recognition,5,,,,12,0.5714285714285714,21,0.10047846889952153,12,0.5714285714285714,1,0,
23,"Empirically , S - LSTM can give effective sentence encoding after 3 - 6 recurrent steps .",Introduction,Introduction,named-entity-recognition,5,,,,13,0.6190476190476191,22,0.10526315789473684,13,0.6190476190476191,1,0,
24,"In contrast , the number of recurrent steps necessary for BiLSTM scales with the size of the sentence .",Introduction,Introduction,named-entity-recognition,5,,,,14,0.6666666666666666,23,0.11004784688995216,14,0.6666666666666666,1,0,
